Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Two Year,True,False,None,False,True,False,True,True,False,True,False,True,Bank Transfer(automatic),11.32593703,172.487091,1380.893387
Month-to-month,True,True,Fiber Optic,True,False,True,False,True,False,False,True,False,Electronic Check,10.12123118,162.482694,1359.631961
Month-to-month,False,False,Fiber Optic,False,False,True,False,False,False,True,False,False,Electronic Check,8.915680176,139.95684,1116.314298
Two Year,True,False,None,True,True,False,False,False,False,False,False,True,Credit Card (automatic),8.249941923,112.484375,859.8649518
Two Year,False,False,Fiber Optic,False,True,False,False,False,True,False,False,False,Bank Transfer(automatic),9.267785326,157.469817,788.6164497
Month-to-month,False,True,DSL,True,True,True,True,True,False,True,True,False,Mailed Check,9.300517617,257.651257,2113.787891
Month-to-month,True,False,None,True,False,True,True,True,False,True,False,True,Electronic Check,2.427380647,142.499263,718.4643309
Month-to-month,True,True,DSL,True,False,True,True,False,False,False,True,False,Mailed Check,23.27091932,152.455519,2764.347068
Month-to-month,True,True,DSL,True,False,False,True,True,False,False,True,True,Mailed Check,2.916144419,162.460772,1145.807042
Two Year,True,False,DSL,True,True,False,False,False,False,True,False,False,Bank Transfer(automatic),8.245809832,149.944668,1317.69652
Month-to-month,True,True,DSL,True,True,True,False,False,False,False,False,False,Mailed Check,11.45756486,127.478341,1526.143641
Month-to-month,True,False,None,True,False,False,False,True,False,True,True,False,Electronic Check,3.943033602,187.656013,919.2556886
Month-to-month,False,True,None,True,True,False,True,False,False,True,False,False,Bank Transfer(automatic),8.926271021,159.964152,1264.332813
Month-to-month,True,False,Fiber Optic,True,True,False,False,True,False,False,False,True,Bank Transfer(automatic),8.699764172,157.483594,1087.336893
Month-to-month,True,True,Fiber Optic,True,False,False,False,False,False,True,False,True,Electronic Check,7.897660605,137.439154,996.4395858
Month-to-month,False,False,Fiber Optic,True,False,False,True,False,True,True,False,True,Credit Card (automatic),9.098041235,172.44408,1177.993259
Two Year,False,True,Fiber Optic,True,False,False,True,True,False,False,True,True,Credit Card (automatic),3.098560266,182.460772,723.0321035
Two Year,True,False,Fiber Optic,True,False,False,False,False,False,False,False,False,Bank Transfer(automatic),5.784022533,112.455141,629.4411174
Two Year,True,False,None,True,False,False,True,False,True,False,False,True,Bank Transfer(automatic),2.722761372,114.983787,389.1228621
Two Year,False,False,DSL,True,False,False,True,True,False,False,True,True,Mailed Check,16.8649602,162.460772,2425.22825
Month-to-month,False,False,None,True,False,True,True,False,False,True,True,True,Electronic Check,2.355538593,200.146524,778.2707384
Two Year,False,False,Fiber Optic,True,True,False,False,True,False,True,True,True,Credit Card (automatic),3.509036092,252.637807,1242.543701
One year,False,False,None,True,True,False,True,False,True,True,True,False,Mailed Check,11.53737155,242.643514,1507.329753
One year,False,False,None,True,True,False,True,True,False,True,True,True,Credit Card (automatic),1.760409672,242.657291,871.1409059
Month-to-month,True,False,None,True,False,True,True,False,False,False,False,True,Bank Transfer(automatic),11.44810825,104.992311,1267.06092
Month-to-month,True,False,None,True,False,False,False,False,False,True,True,True,Electronic Check,17.78302494,175.133074,1970.80666
Month-to-month,True,False,DSL,True,True,False,False,False,True,True,False,False,Mailed Check,12.68609343,162.45383,2025.927893
Month-to-month,True,True,DSL,False,True,True,False,True,False,False,True,False,Mailed Check,18.55974516,174.988208,2332.190421
Month-to-month,True,False,Fiber Optic,True,True,False,False,False,False,True,False,True,Bank Transfer(automatic),5.970269701,169.944668,966.6292325
Month-to-month,False,False,Fiber Optic,True,True,True,True,False,True,False,True,True,Mailed Check,7.208423897,217.470195,1233.819233
Month-to-month,True,False,None,True,True,False,False,False,True,False,False,True,Bank Transfer(automatic),2.593102097,124.993537,351.7314539
Month-to-month,False,False,None,True,True,True,True,False,True,False,True,False,Bank Transfer(automatic),5.105265612,184.993915,819.3644961
Two Year,True,False,Fiber Optic,True,True,True,False,False,False,True,False,True,Bank Transfer(automatic),5.110208414,172.462354,760.1061976
One year,False,False,None,True,True,False,True,True,False,True,True,False,Electronic Check,2.840343779,242.657291,1043.299446
One year,False,False,Fiber Optic,True,False,False,False,False,False,False,False,False,Electronic Check,8.344516765,112.455141,667.4764252
Month-to-month,True,False,DSL,True,False,False,False,False,False,False,True,False,Electronic Check,7.363761345,127.442069,1313.42902
Month-to-month,True,False,Fiber Optic,True,True,True,False,True,False,False,True,True,Mailed Check,11.07800251,194.988208,1204.745285
Two Year,False,False,Fiber Optic,True,False,True,False,False,True,True,False,True,Mailed Check,16.52190477,152.466002,1630.52375
Month-to-month,False,False,Fiber Optic,False,True,True,False,False,False,False,True,True,Credit Card (automatic),1.738486682,182.465269,515.5449981
One year,False,False,Fiber Optic,True,False,False,True,True,False,True,False,True,Credit Card (automatic),8.659495781,172.457857,1090.460081
Month-to-month,False,False,None,True,False,True,True,False,False,False,True,False,Electronic Check,13.99605863,139.979239,1465.984907
Two Year,False,False,Fiber Optic,True,True,False,False,True,True,True,False,False,Electronic Check,6.605815722,194.976769,1018.373473
Two Year,True,True,DSL,True,False,True,True,False,False,False,False,True,Electronic Check,5.78844751,117.468591,962.0380085
Month-to-month,True,False,Fiber Optic,True,True,False,False,False,False,False,False,True,Bank Transfer(automatic),3.195246168,144.960655,426.0222677
Month-to-month,True,True,DSL,True,True,False,False,False,True,False,False,False,Credit Card (automatic),14.87053577,137.469817,1737.873621
Month-to-month,False,False,Fiber Optic,True,False,False,True,True,False,False,True,True,Electronic Check,7.521160625,182.460772,1039.74162
Month-to-month,True,False,DSL,True,True,False,True,True,True,True,False,True,Bank Transfer(automatic),3.845852341,197.472533,1454.360571
Month-to-month,True,False,Fiber Optic,True,True,False,False,False,True,False,False,False,Mailed Check,2.731606393,157.469817,306.0664281
Two Year,False,False,None,True,False,False,True,True,True,False,True,True,Electronic Check,3.954689282,162.493654,636.8514545
Month-to-month,True,False,Fiber Optic,True,True,False,True,False,True,False,False,True,Mailed Check,13.77689046,179.965581,1440.784345
Two Year,False,False,DSL,True,False,False,True,True,False,True,True,True,Electronic Check,3.700907475,222.628057,1274.602374
Two Year,False,False,Fiber Optic,True,False,True,True,True,False,False,False,True,Credit Card (automatic),5.638280421,149.99153,749.2520943
One year,True,True,DSL,True,False,False,False,True,False,False,True,True,Electronic Check,10.87372395,139.965008,1647.38223
One year,False,False,Fiber Optic,True,True,False,True,False,False,True,True,True,Electronic Check,11.21152941,262.610632,1503.937766
One year,False,False,DSL,True,True,False,False,False,True,False,True,False,Bank Transfer(automatic),2.294386519,172.456745,901.8793581
Month-to-month,True,False,None,True,False,False,False,False,False,True,False,False,Bank Transfer(automatic),4.448210386,104.962874,691.4493988
Month-to-month,False,False,DSL,True,True,True,True,False,False,True,True,False,Bank Transfer(automatic),4.753020774,245.128318,1608.852045
Month-to-month,True,False,DSL,True,False,True,True,False,False,True,True,True,Electronic Check,21.20445421,212.622804,2867.22601
One year,False,False,Fiber Optic,False,False,True,True,True,False,False,True,True,Bank Transfer(automatic),9.217596711,184.978458,1265.78479
One year,True,False,Fiber Optic,False,False,False,False,False,False,True,False,True,Electronic Check,7.336939062,137.439154,952.3729916
One year,False,False,Fiber Optic,True,True,False,True,False,False,False,True,True,Credit Card (automatic),21.04742054,202.443347,2154.298838
Two Year,False,False,DSL,True,True,False,True,False,True,True,True,True,Electronic Check,5.136076177,255.119794,1435.783347
Two Year,False,False,DSL,True,True,True,False,True,True,False,False,True,Credit Card (automatic),11.80801038,152.510442,1784.584135
Month-to-month,False,False,Fiber Optic,True,False,False,True,True,False,True,True,True,Electronic Check,1.548600048,242.628057,785.5416603
Month-to-month,True,False,Fiber Optic,True,False,False,False,True,False,True,True,True,Electronic Check,3.508552886,220.132293,1014.075999
Two Year,False,False,None,True,True,False,True,True,True,False,False,True,Electronic Check,11.30820237,160.01224,1331.25339
One year,False,False,DSL,True,True,True,True,False,False,False,False,True,Electronic Check,18.36209103,149.974105,2283.190011
Two Year,True,False,Fiber Optic,True,False,False,True,False,False,True,True,True,Electronic Check,3.105986433,230.105118,1040.342682
Month-to-month,True,False,None,True,False,False,True,True,True,False,True,True,Mailed Check,11.71117991,162.493654,1385.152156
Month-to-month,True,True,None,True,False,True,False,False,True,False,False,False,Mailed Check,4.589210527,95.005709,618.4967851
Two Year,True,False,DSL,True,True,True,True,False,True,False,True,False,Credit Card (automatic),11.58448327,197.470195,2054.101088
Month-to-month,False,False,None,True,False,True,False,False,False,False,False,True,Electronic Check,5.810822315,82.496547,631.4316327
One year,False,False,Fiber Optic,True,True,True,False,False,False,True,False,False,Bank Transfer(automatic),7.00096668,172.462354,933.4257317
Month-to-month,False,False,None,True,False,False,False,False,True,False,True,False,Bank Transfer(automatic),4.882004458,127.474951,772.3133729
Two Year,True,False,DSL,False,False,True,True,True,True,True,False,False,Bank Transfer(automatic),12.27728241,167.484705,1828.057047
Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,True,False,False,Bank Transfer(automatic),8.284579203,184.971516,1123.759368
Month-to-month,True,True,Fiber Optic,False,False,True,True,False,False,False,True,True,Electronic Check,1.609325308,172.455519,464.4748418
Two Year,True,False,DSL,True,False,True,False,True,False,True,True,True,Electronic Check,2.376509223,202.649979,1417.801952
Two Year,False,False,Fiber Optic,True,False,False,False,False,True,True,False,True,Mailed Check,11.67107144,149.948316,1146.616856
Month-to-month,True,False,None,True,False,False,False,True,True,True,True,True,Bank Transfer(automatic),25.55038197,200.165175,2692.885423
Two Year,False,True,DSL,True,True,False,True,True,False,True,False,False,Electronic Check,16.72537387,184.963371,2217.734847
Month-to-month,False,False,DSL,True,False,False,True,False,True,False,False,False,Electronic Check,6.955766017,127.460067,1262.531104
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,True,False,False,Credit Card (automatic),20.31446952,137.439154,1919.490397
Two Year,True,False,DSL,False,True,False,False,True,False,True,True,False,Mailed Check,12.17994263,232.637807,1970.26742
One year,True,False,DSL,True,False,True,False,False,True,True,True,False,Electronic Check,3.453443904,202.636202,1279.856552
Two Year,False,False,Fiber Optic,True,True,False,False,False,True,False,False,True,Mailed Check,14.52416667,157.469817,1299.5973
Two Year,False,True,Fiber Optic,False,False,False,True,True,False,False,True,True,Credit Card (automatic),5.070551439,182.460772,781.9302227
One year,False,False,DSL,True,False,True,False,True,True,True,True,True,Bank Transfer(automatic),12.30462572,215.159141,2056.185889
Two Year,True,False,Fiber Optic,True,True,False,True,True,False,True,True,True,Credit Card (automatic),10.01241216,275.133571,1615.418802
One year,True,False,None,True,False,True,True,True,False,True,False,True,Electronic Check,4.261408572,142.499263,840.5098283
One year,True,False,Fiber Optic,True,True,False,True,True,False,True,False,True,Electronic Check,19.28013343,204.963371,2118.488416
Two Year,False,False,Fiber Optic,True,True,False,True,False,True,False,True,False,Electronic Check,9.958831629,214.952509,1328.734281
One year,False,False,Fiber Optic,True,True,False,True,True,False,True,False,True,Mailed Check,4.300271811,204.963371,782.9998382
Month-to-month,True,True,DSL,True,True,False,False,False,False,True,True,True,Electronic Check,5.045543619,220.114868,1540.140383
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,True,False,False,False,Electronic Check,7.182441329,169.992756,785.4118808
Two Year,True,False,None,False,True,False,False,True,True,False,True,False,Credit Card (automatic),11.07083425,172.503404,1136.55652
Month-to-month,False,True,Fiber Optic,True,True,False,True,False,False,True,False,True,Electronic Check,4.509329959,192.440432,933.8036457
Two Year,True,False,None,True,False,False,True,False,True,True,True,True,Bank Transfer(automatic),2.162477942,210.138,673.9015902
Month-to-month,True,False,DSL,True,False,False,False,True,False,True,True,False,Bank Transfer(automatic),14.5222363,200.132293,2271.84102
Two Year,True,False,Fiber Optic,True,False,False,False,True,False,False,False,False,Mailed Check,1.424712099,124.97808,316.7739538
Two Year,False,True,DSL,True,True,True,True,False,False,False,True,False,Electronic Check,1.849371568,184.961033,1088.89675
Month-to-month,False,False,None,True,True,False,False,False,False,False,False,True,Mailed Check,6.526670837,112.484375,640.9334119
Two Year,True,True,Fiber Optic,True,False,False,False,True,True,True,False,True,Electronic Check,18.29218438,162.471255,1845.259523
Two Year,True,False,DSL,True,False,False,True,False,False,False,False,False,Electronic Check,11.06628519,114.950905,1420.927135
Month-to-month,True,True,None,True,False,True,True,False,True,False,True,False,Credit Card (automatic),11.82576277,152.488401,1312.700259
One year,False,True,Fiber Optic,True,False,False,True,False,False,True,True,True,Electronic Check,12.23362353,230.105118,1632.365102
Month-to-month,False,False,DSL,True,False,False,True,True,False,False,False,True,Bank Transfer(automatic),2.552193205,127.473844,913.9152886
Month-to-month,True,False,Fiber Optic,True,True,True,True,False,False,True,False,False,Electronic Check,21.87100089,194.958118,2273.781965
One year,False,True,Fiber Optic,True,False,False,True,True,False,True,True,False,Electronic Check,6.5443199,242.628057,1185.892988
Month-to-month,False,True,Fiber Optic,True,False,False,True,False,True,True,True,True,Credit Card (automatic),14.98166868,242.61428,1890.640168
Month-to-month,True,False,DSL,True,False,False,False,False,False,False,True,False,Mailed Check,13.79138076,127.442069,1659.769248
Two Year,True,False,None,False,True,False,True,True,False,False,False,True,Electronic Check,8.734707597,147.503078,1143.017435
One year,False,False,None,True,True,False,False,True,False,True,False,True,Electronic Check,5.260793737,149.991327,855.939459
Month-to-month,False,False,None,True,False,True,False,True,False,False,True,True,Credit Card (automatic),3.810228199,130.006414,780.2278932
Two Year,False,False,None,False,True,True,True,True,False,True,False,False,Mailed Check,11.72200614,175.004777,1593.466069
Two Year,True,False,DSL,True,False,True,True,False,False,False,False,False,Electronic Check,4.304076015,117.468591,1071.920592
Month-to-month,False,False,None,True,True,True,False,False,True,True,False,True,Mailed Check,3.060553536,152.495236,644.1045211
Month-to-month,True,True,Fiber Optic,True,True,True,False,True,False,False,True,False,Credit Card (automatic),6.549842666,194.988208,971.7404705
Month-to-month,False,False,Fiber Optic,True,False,False,False,False,False,False,True,True,Bank Transfer(automatic),9.373705128,147.442069,1039.67302
One year,False,False,Fiber Optic,True,True,False,True,True,False,True,True,True,Mailed Check,8.397776839,275.133571,1381.481321
Month-to-month,False,False,Fiber Optic,True,False,True,False,False,True,False,True,True,Mailed Check,1.019306038,162.468917,522.4564791
Two Year,False,False,DSL,True,True,True,True,True,False,False,False,False,Mailed Check,6.864219377,162.497044,1284.691556
One year,False,False,Fiber Optic,False,True,False,True,False,True,False,False,False,Electronic Check,6.525380768,179.965581,703.8007764
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,True,False,True,True,Mailed Check,16.08388872,182.446995,1544.501137
Month-to-month,False,False,Fiber Optic,True,False,True,True,True,False,True,True,True,Bank Transfer(automatic),12.95969924,245.145743,1896.10656
Two Year,False,True,None,True,True,True,True,False,False,True,True,True,Electronic Check,12.18544178,232.652038,1991.187997
Month-to-month,True,True,DSL,True,True,True,True,False,False,True,True,True,Mailed Check,10.85865384,245.128318,2081.752385
Month-to-month,True,False,Fiber Optic,True,True,True,True,True,False,True,True,False,Electronic Check,15.34839938,277.651257,2115.879744
Two Year,False,False,DSL,True,False,True,True,True,True,False,False,True,Bank Transfer(automatic),7.355635728,142.500692,1357.285615
Month-to-month,False,False,DSL,True,False,False,True,True,False,True,False,False,Bank Transfer(automatic),5.705926395,152.457857,1308.999159
Month-to-month,True,False,Fiber Optic,True,True,True,False,True,True,True,True,True,Electronic Check,6.70301496,267.664655,1319.229599
One year,True,True,Fiber Optic,True,True,False,True,True,True,False,True,True,Electronic Check,7.367492072,227.475448,991.3985734
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,False,True,False,Electronic Check,1.030630574,147.442069,310.1585772
Month-to-month,True,False,DSL,True,True,False,False,False,False,True,False,True,Mailed Check,6.735271694,149.944668,1254.943448
Month-to-month,False,False,Fiber Optic,True,False,False,False,True,False,True,True,True,Credit Card (automatic),7.506056361,220.132293,1411.150345
Month-to-month,False,True,DSL,True,False,False,True,True,True,False,False,True,Bank Transfer(automatic),20.51922799,139.983006,2446.475453
Month-to-month,True,False,None,True,False,False,True,False,True,True,False,False,Bank Transfer(automatic),9.320973584,139.9678,1262.985557
Two Year,False,False,DSL,True,True,True,False,True,False,False,False,False,Credit Card (automatic),7.387393996,140.00128,1365.994148
Two Year,False,False,Fiber Optic,True,True,False,False,False,False,False,False,True,Electronic Check,8.758613325,144.960655,916.7201648
Month-to-month,True,True,Fiber Optic,True,False,True,False,False,False,False,True,False,Credit Card (automatic),6.289468375,149.959755,933.01364
Month-to-month,True,False,Fiber Optic,True,True,False,False,True,True,True,False,True,Electronic Check,2.613920398,194.976769,609.6168115
Month-to-month,True,False,DSL,True,True,True,False,True,False,True,False,False,Electronic Check,11.29271486,164.985293,1882.951404
One year,False,False,DSL,True,True,True,False,True,True,False,False,True,Electronic Check,11.57257501,152.510442,1638.383088
Month-to-month,False,False,Fiber Optic,True,False,True,False,True,False,False,False,True,Mailed Check,15.02077659,127.495766,1630.020341
One year,True,False,DSL,True,True,False,False,True,False,False,True,True,Credit Card (automatic),14.28406007,172.470522,1887.699697
Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,False,True,True,Bank Transfer(automatic),4.759938908,194.974431,897.6280912
One year,False,True,Fiber Optic,True,False,False,False,True,False,False,False,True,Mailed Check,2.758173633,124.97808,297.4433143
Two Year,False,False,DSL,True,True,False,True,False,False,True,True,True,Credit Card (automatic),7.441432103,242.610632,1683.078344
Month-to-month,True,False,DSL,True,True,True,True,True,True,True,False,True,Mailed Check,10.06145053,199.990219,1806.970628
Month-to-month,False,True,Fiber Optic,True,False,False,True,True,True,True,False,False,Electronic Check,16.37219797,184.967019,1873.00718
One year,True,True,Fiber Optic,True,False,False,False,False,False,False,True,True,Bank Transfer(automatic),2.160066882,147.442069,444.0474919
Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,True,True,False,Bank Transfer(automatic),1.871917709,255.141716,859.0587897
Month-to-month,False,False,DSL,True,True,False,False,False,False,False,True,True,Mailed Check,16.75283806,159.947583,2122.146303
Month-to-month,False,True,DSL,True,False,False,True,False,False,True,True,False,Electronic Check,20.16532013,210.105118,2734.384392
Two Year,False,True,DSL,True,True,True,False,False,True,True,False,True,Electronic Check,7.753271168,164.971516,1412.478266
Month-to-month,True,False,None,True,True,True,False,False,True,False,False,True,Mailed Check,3.663316236,127.511223,408.200312
Month-to-month,False,False,Fiber Optic,True,False,True,False,False,True,True,False,True,Electronic Check,11.4488726,152.466002,1344.718981
Month-to-month,True,True,Fiber Optic,True,True,False,False,False,False,True,False,True,Bank Transfer(automatic),8.315973557,169.944668,991.7932314
Month-to-month,False,False,None,True,False,False,False,True,True,False,True,False,Credit Card (automatic),1.515290738,139.99789,698.1794441
Two Year,False,False,Fiber Optic,True,False,False,True,True,False,False,True,True,Bank Transfer(automatic),9.324505434,182.460772,1266.19109
Two Year,True,False,Fiber Optic,True,True,False,True,False,False,False,True,True,Mailed Check,10.16298067,202.443347,1204.39272
Two Year,False,False,DSL,True,True,False,False,False,True,True,True,False,Bank Transfer(automatic),6.215774391,232.62403,1607.735971
One year,True,True,None,True,True,False,True,False,False,False,False,False,Electronic Check,2.667736094,134.980139,548.9193645
Month-to-month,True,False,DSL,True,False,True,True,True,False,True,False,False,Bank Transfer(automatic),10.68004106,154.975543,1827.283455
Month-to-month,False,False,Fiber Optic,True,False,False,True,True,False,False,True,False,Mailed Check,8.133269102,182.460772,1103.011016
Month-to-month,False,False,Fiber Optic,False,True,False,True,True,False,True,False,True,Bank Transfer(automatic),1.789830613,204.963371,616.51937
Month-to-month,True,True,None,True,True,False,False,True,False,True,True,True,Electronic Check,2.699998442,220.161527,838.173682
One year,False,True,None,True,True,True,False,False,True,True,True,True,Credit Card (automatic),2.661310881,222.665436,1024.224748
One year,True,False,DSL,True,False,True,True,True,False,True,False,True,Bank Transfer(automatic),23.10105854,154.975543,2947.224753
One year,False,False,DSL,True,False,False,False,False,False,False,True,True,Bank Transfer(automatic),6.267383901,127.442069,1174.414663
Month-to-month,False,True,DSL,False,False,True,True,False,False,True,False,True,Mailed Check,6.856207666,142.452604,1408.424309
One year,True,True,Fiber Optic,True,False,False,False,True,False,True,False,False,Electronic Check,13.72354614,149.962093,1333.444788
Two Year,True,False,Fiber Optic,True,True,True,True,False,False,True,False,True,Bank Transfer(automatic),24.3036064,194.958118,2419.797484
Month-to-month,False,True,DSL,True,False,True,False,True,True,False,True,True,Credit Card (automatic),6.027648047,154.991856,1135.519834
Month-to-month,False,True,None,True,False,False,True,False,True,False,True,False,Electronic Check,9.490754438,149.970715,980.0465426
Two Year,False,False,DSL,True,True,True,True,False,False,True,True,False,Mailed Check,9.727109482,245.128318,1925.341061
One year,False,False,Fiber Optic,True,True,False,False,False,True,True,False,False,Credit Card (automatic),19.93726012,182.45383,1914.400241
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,False,False,False,False,Bank Transfer(automatic),1.662826246,144.960655,481.3363042
Month-to-month,False,True,None,True,True,False,False,True,False,True,True,True,Credit Card (automatic),8.406444381,220.161527,1321.712528
One year,False,False,DSL,True,True,False,False,True,False,False,True,False,Credit Card (automatic),2.405574983,172.470522,901.2877149
Month-to-month,False,True,DSL,True,True,False,True,False,True,True,True,False,Electronic Check,14.10031907,255.119794,2158.332479
Two Year,False,True,DSL,True,False,False,False,False,False,False,False,True,Bank Transfer(automatic),4.186523762,92.455141,720.6019295
Month-to-month,True,False,None,True,False,True,False,False,False,True,False,False,Electronic Check,14.93006551,107.48056,1727.703167
One year,True,True,Fiber Optic,True,False,True,False,True,True,True,True,True,Electronic Check,17.34018575,235.159141,2196.151925
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,True,True,True,Electronic Check,7.858862202,252.637807,1207.144714
Month-to-month,False,False,DSL,True,False,True,True,False,False,False,True,True,Credit Card (automatic),8.482460246,152.455519,1364.133317
One year,True,True,DSL,True,False,False,True,True,False,False,True,True,Credit Card (automatic),7.644184483,162.460772,1461.63461
Two Year,True,False,DSL,True,False,False,False,False,False,False,False,False,Bank Transfer(automatic),13.82541752,92.455141,1750.284767
One year,True,False,Fiber Optic,True,False,False,False,True,False,False,True,False,Credit Card (automatic),7.772523197,159.965008,884.3816817
One year,False,False,Fiber Optic,True,True,False,True,True,False,True,False,False,Bank Transfer(automatic),24.77634001,204.963371,2729.316361
One year,True,True,None,True,False,True,False,True,False,True,True,True,Bank Transfer(automatic),13.28713487,190.173699,1606.847228
Month-to-month,False,False,None,True,True,True,False,True,True,False,True,True,Electronic Check,6.403155881,175.02109,862.0866469
Two Year,True,False,None,True,True,False,True,True,False,True,True,False,Bank Transfer(automatic),15.08846657,242.657291,2072.561109
Month-to-month,False,True,DSL,True,False,True,False,False,True,True,True,False,Electronic Check,8.785452901,202.636202,1608.002659
Month-to-month,True,False,None,False,False,False,False,False,True,True,True,False,Credit Card (automatic),6.820250541,187.642236,1054.514104
Month-to-month,False,True,Fiber Optic,False,True,True,True,True,True,True,True,True,Mailed Check,3.319853958,290.160419,1150.574869
Two Year,True,False,DSL,True,False,True,True,True,False,False,True,True,Electronic Check,13.84769517,164.978458,2137.666732
Two Year,True,True,Fiber Optic,True,False,False,True,True,True,False,True,False,Electronic Check,16.15614223,194.969934,1956.469091
Month-to-month,True,False,DSL,True,True,False,True,False,False,True,True,False,Mailed Check,7.860641328,242.610632,1647.423104
One year,False,False,Fiber Optic,True,False,False,False,False,True,False,False,False,Bank Transfer(automatic),6.805071944,124.964303,715.1931007
One year,True,False,None,True,False,False,True,True,True,True,True,False,Credit Card (automatic),7.712199324,222.660939,1235.453213
Month-to-month,True,False,None,True,True,False,False,False,False,True,False,True,Bank Transfer(automatic),5.402712746,137.468388,700.0279564
Two Year,True,False,Fiber Optic,True,False,False,False,True,True,True,True,True,Mailed Check,2.066037377,232.641455,769.7818684
Month-to-month,True,True,DSL,True,False,True,False,True,True,False,True,False,Electronic Check,3.752354376,154.991856,1283.103476
Month-to-month,True,False,DSL,True,True,False,True,True,False,False,True,True,Electronic Check,11.32652677,194.966286,1897.050575
One year,False,False,Fiber Optic,False,False,True,True,False,False,True,True,True,Electronic Check,17.96501147,232.622804,2299.047664
One year,False,False,None,True,True,True,True,True,True,True,True,True,Credit Card (automatic),1.051188042,257.684139,1018.848617
Two Year,False,False,Fiber Optic,True,False,True,True,False,False,True,False,True,Electronic Check,13.63916478,162.452604,1712.040252
Month-to-month,False,True,DSL,True,False,False,False,False,False,False,False,True,Electronic Check,16.64092048,92.455141,1777.880577
Month-to-month,False,False,DSL,True,True,True,True,False,False,False,True,False,Electronic Check,1.042724425,184.961033,871.6644442
Month-to-month,True,False,Fiber Optic,True,True,True,False,False,False,True,False,True,Electronic Check,17.1001258,172.462354,1782.747566
Month-to-month,False,True,Fiber Optic,True,False,False,False,False,False,False,False,True,Bank Transfer(automatic),2.779431223,112.455141,242.9947554
Month-to-month,False,False,Fiber Optic,True,False,True,True,True,False,False,False,True,Mailed Check,15.12166154,149.99153,1505.903299
Month-to-month,False,True,Fiber Optic,True,False,True,False,False,True,False,True,True,Mailed Check,2.661325529,162.468917,380.7222437
Month-to-month,True,True,DSL,True,False,False,True,True,False,False,False,True,Credit Card (automatic),5.118556082,127.473844,1064.629876
Month-to-month,True,False,None,True,False,False,True,False,False,True,False,True,Credit Card (automatic),7.217041327,127.458638,850.5053759
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,False,True,True,True,Mailed Check,2.693860703,240.114868,764.3624669
One year,False,False,None,True,True,False,False,True,True,True,False,True,Bank Transfer(automatic),6.441555523,162.500489,1228.537824
One year,False,True,Fiber Optic,True,False,False,True,True,True,True,False,True,Mailed Check,10.2452503,184.967019,1197.086571
One year,False,False,Fiber Optic,True,True,True,False,False,False,True,True,True,Mailed Check,15.18036042,242.632554,1984.668288
One year,True,False,DSL,True,True,False,False,False,True,True,True,False,Electronic Check,21.61213506,232.62403,2954.525101
One year,False,False,None,True,False,False,True,False,True,False,True,True,Credit Card (automatic),4.576705489,149.970715,703.2651223
Month-to-month,False,False,DSL,True,True,False,True,True,False,True,True,False,Credit Card (automatic),8.661116617,255.133571,1745.431051
Month-to-month,True,True,DSL,False,False,True,False,True,False,True,True,False,Mailed Check,23.68987753,202.649979,2900.101871
One year,True,False,Fiber Optic,False,True,False,True,True,True,True,True,True,Credit Card (automatic),10.73057042,287.642733,1572.393016
One year,True,False,Fiber Optic,True,True,False,False,False,False,False,False,True,Electronic Check,9.46447702,144.960655,968.8971697
Two Year,False,True,DSL,True,False,True,True,False,True,False,False,True,Mailed Check,4.106981469,129.977753,1239.519501
One year,False,True,None,True,False,True,False,False,False,False,True,True,Electronic Check,2.851017432,117.483475,479.0156739
Month-to-month,False,False,Fiber Optic,True,False,True,False,True,False,True,False,True,Electronic Check,6.418130939,152.479779,1257.485285
Month-to-month,True,False,None,True,True,False,True,False,False,True,True,True,Credit Card (automatic),17.56134872,230.134352,2109.348841
One year,True,False,None,True,True,False,False,True,True,True,True,True,Bank Transfer(automatic),7.351090778,232.670689,1332.641107
Two Year,False,False,Fiber Optic,False,False,False,False,False,True,False,False,True,Bank Transfer(automatic),5.867164261,124.964303,386.8447822
Month-to-month,True,False,DSL,False,True,True,False,True,True,True,True,True,Electronic Check,2.095488213,247.664655,1338.247732
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,False,True,True,Electronic Check,3.312263064,159.951231,509.6727126
Month-to-month,False,True,None,False,True,False,False,False,False,True,True,True,Credit Card (automatic),6.766267697,207.638588,1044.435554
Month-to-month,False,True,DSL,True,True,True,False,True,True,True,True,True,Mailed Check,2.542844079,247.664655,1467.981883
Month-to-month,True,False,DSL,True,True,False,True,True,True,False,True,True,Bank Transfer(automatic),1.796607335,207.475448,971.697137
