Contract,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,InternetService_Fiber Optic,InternetService_nan,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
12,0,0,1,1,0,1,1,0,1,1,1,0.062322116810448976,275.133571,0.1757306219662409,1,0,0,0,1
24,1,0,1,1,1,0,1,1,0,0,1,0.02435516104201993,152.510442,0.11636032469643827,0,0,0,0,1
1,1,0,1,1,1,0,0,1,1,0,1,0.05823644144051494,184.971516,0.09291650614458827,1,0,0,0,0
24,1,0,1,1,0,1,1,1,0,1,1,0.08420891617126708,227.475448,0.15746412663704384,1,0,0,1,0
1,0,0,1,0,0,1,1,1,1,0,1,0.053751919695845564,184.967019,0.11180862953922655,1,0,0,0,0
12,1,0,1,0,1,1,0,1,0,0,0,0.04030265588736644,129.977753,0.09960850126653568,0,0,0,0,1
1,1,0,1,1,0,1,0,1,1,1,1,0.14909375258416419,275.119794,0.22148739134941864,1,0,0,1,0
1,0,0,1,1,1,1,0,0,1,0,0,0.010430881329286212,194.958118,0.07180960445641842,1,0,0,0,1
24,0,0,1,0,0,0,1,1,0,1,1,0.13385696016162488,139.99789,0.1742567196145687,0,1,0,0,1
1,0,0,1,1,1,0,0,0,0,0,0,0.05501935320638548,115.002061,0.07893102502492741,0,1,0,1,0
1,1,0,0,1,0,1,0,0,1,0,1,0.2098676321375614,192.440432,0.22474198404825013,1,0,0,0,0
1,1,1,0,0,0,0,1,0,0,1,0,0.003896268968620447,139.965008,0.09892544078210053,0,0,0,1,0
12,0,1,1,1,0,1,0,0,0,1,0,0.06922582537492708,182.443347,0.1637922294959008,0,0,1,0,0
1,0,0,1,1,0,1,0,0,1,0,1,0.023184397386024454,159.964152,0.08212925161830173,0,1,1,0,0
1,0,0,1,0,0,1,0,0,1,0,1,0.18020207519859616,139.934918,0.2584306212213192,0,0,1,0,0
1,0,1,1,0,1,0,0,0,1,1,1,0.0077510967599873385,177.65076,0.08796554889623127,0,1,0,1,0
24,0,1,1,0,0,1,0,0,1,1,1,0.1272325027306933,210.105118,0.23922794604240386,0,0,0,0,1
1,1,1,1,0,0,1,0,1,1,0,0,0.1920123368360839,172.44408,0.19007601502483376,1,0,0,0,0
1,0,1,1,0,0,0,0,1,1,0,1,0.08986084431435594,117.472036,0.09536518125980109,0,1,0,0,1
12,0,0,1,1,0,0,0,0,0,0,1,0.0006637091408015485,144.960655,0.06944246478112187,1,0,1,0,0
1,1,0,0,0,1,0,0,0,1,1,0,0.019319312002465023,210.12704,0.06268865137447663,1,0,0,1,0
12,0,0,1,1,0,0,1,0,0,1,1,0.055011031359203544,192.470522,0.08329953557251994,1,0,0,1,0
24,0,1,1,1,1,1,0,1,0,0,0,0.017645573986146867,150.006987,0.05412708277000844,0,1,0,1,0
1,1,0,1,0,0,1,0,0,0,1,1,0.008441512212824938,169.937833,0.03877885943282916,1,0,0,0,1
1,1,0,1,0,1,0,1,0,1,1,1,0.3726926115884822,222.649979,0.4160877678713809,1,0,0,1,0
1,0,1,1,0,0,0,0,1,1,1,1,0.006437781010935989,200.118516,0.13093146579321474,0,0,0,0,1
1,1,0,1,0,0,1,1,1,1,1,1,0.2301747253424721,255.137219,0.3189508308578404,1,0,0,1,0
1,0,0,1,0,1,0,0,0,1,1,1,0.12337122593487897,190.12704,0.21534851441554448,0,0,0,1,0
1,1,0,1,0,0,0,1,0,1,0,1,0.22067749715915588,117.485813,0.24736118825473746,0,1,1,0,0
24,1,1,1,0,0,0,1,0,1,1,0,0.22059284387881303,220.132293,0.25533819059631074,1,0,0,1,0
1,0,1,1,0,1,0,0,1,0,1,1,0.1885180089186881,142.468917,0.23402299065070534,0,0,0,1,0
12,1,1,1,0,0,0,1,1,1,0,0,0.006246790137062717,142.471255,0.11852275296235151,0,0,0,1,0
24,1,0,1,1,0,1,1,0,1,1,0,0.1175979292303664,275.133571,0.20473169191500168,1,0,1,0,0
1,0,0,1,0,1,0,1,0,0,1,1,0.05556069394098597,162.482694,0.09095686441499805,1,0,1,0,0
1,0,0,1,0,0,1,0,1,0,0,1,0.09880617619493796,114.983787,0.09106563637750252,0,1,0,0,1
24,0,0,1,1,0,1,0,1,1,0,0,0.0021637198030612943,204.949594,0.06062176780853828,1,0,0,1,0
1,1,0,1,0,0,1,0,1,0,0,1,0.24083142332177632,147.460067,0.22597237099578338,1,0,1,0,0
1,1,1,1,0,0,0,1,1,0,1,0,0.022888426993691438,139.99789,0.04555583792598943,0,1,0,1,0
1,1,0,1,0,1,0,0,0,1,1,1,0.1437989584235485,190.12704,0.26714202486163596,0,0,0,0,1
12,1,0,1,1,1,0,0,0,1,1,1,0.06431442634775068,222.632554,0.18266956574519588,0,0,0,1,0
12,0,1,1,0,1,1,0,0,0,1,0,0.019440290375408117,139.979239,0.0855196519019532,0,1,1,0,0
12,1,0,1,0,0,0,1,0,1,1,1,0.11238325076637755,200.132293,0.23263489684634112,0,0,0,0,0
12,0,0,1,0,0,1,0,1,1,0,1,0.11043292147010302,172.44408,0.1305555245541193,1,0,1,0,0
24,1,0,1,1,0,0,0,0,0,1,0,0.10052262165949714,179.947583,0.13753647305326858,1,0,0,0,0
1,0,0,1,1,1,0,0,1,1,1,0,0.017726911150326284,235.141716,0.19892971545728533,0,0,0,0,0
1,0,0,1,1,0,1,0,0,1,0,1,0.014233323299476621,172.440432,0.10108634313405221,0,0,0,1,0
1,1,1,1,1,0,0,0,0,1,1,1,0.008325101663451595,240.114868,0.07902207178626022,1,0,0,0,1
12,1,1,0,0,1,0,1,0,1,0,1,0.09743519536879203,152.479779,0.1400167899614267,1,0,0,0,1
1,0,0,1,0,0,1,0,1,1,1,1,0.007256341287679955,210.138,0.09266581137573018,0,1,0,0,1
1,1,0,0,0,1,1,1,0,1,0,1,0.04024057825644943,154.975543,0.1495205494174531,0,0,0,0,0
12,1,0,1,0,0,0,0,0,0,1,1,0.09693726509212951,127.442069,0.155523127010616,0,0,0,0,1
1,1,0,1,0,0,1,0,1,0,1,1,0.04155449795749338,162.446995,0.12633239264025733,0,0,0,1,0
12,0,0,1,0,0,1,0,0,1,1,0,0.18349884081344736,230.105118,0.2154035588056754,1,0,1,0,0
12,1,0,1,1,0,1,0,0,1,1,1,0.08058652503672437,262.610632,0.17294440790609325,1,0,0,1,0
1,1,1,1,0,1,1,1,0,0,0,1,0.011217468010072127,149.99153,0.06347735161910545,1,0,0,1,0
12,1,0,1,0,0,0,0,0,1,1,0,0.16216787545756553,187.609354,0.24171882427932398,0,0,0,1,0
24,0,0,1,0,0,0,1,0,0,0,0,0.11950882310944824,104.97808,0.1709836275274452,0,0,0,0,1
1,0,0,1,0,1,0,0,1,1,1,1,0.2538797292193523,222.636202,0.30959943833796455,1,0,0,0,0
12,1,1,1,1,1,0,1,0,1,1,1,0.021209332748562452,255.155493,0.13262916319539503,1,0,0,1,0
1,1,0,1,0,0,0,1,0,1,0,1,0.09238052411186598,129.962093,0.20853680190728188,0,0,0,1,0
1,0,0,1,1,1,1,1,1,0,1,0,0.009756793777724202,229.993134,0.06968477040008646,1,0,0,1,0
1,0,0,1,0,0,0,0,1,1,0,1,0.07139345048537746,149.948316,0.08236577713509302,1,0,0,0,1
1,1,0,1,0,0,0,1,0,1,1,1,0.029285030450728472,220.132293,0.09801320079144131,1,0,0,0,1
24,1,0,1,0,0,0,1,0,1,0,0,0.07381122011662408,149.962093,0.11189254336993308,1,0,0,0,0
24,1,0,1,0,1,0,1,0,1,1,1,0.15161697555730766,190.173699,0.20458508883194762,0,1,0,0,1
1,0,1,1,1,0,1,0,1,0,0,0,0.05448606247014675,179.965581,0.09086491397368252,1,0,0,0,1
1,0,0,1,0,1,1,0,1,1,1,1,0.05649960276508411,225.131966,0.18686098026078612,0,0,0,1,0
1,1,0,1,0,0,1,0,0,1,1,0,0.2011018574238458,230.105118,0.240246011957987,1,0,1,0,0
1,0,1,0,1,1,0,0,0,1,1,0,0.04310221284114259,210.156274,0.14539338714976463,0,1,0,0,1
12,1,0,1,1,1,0,1,0,1,0,0,0.121387134651781,152.509013,0.1606164461045294,0,1,0,1,0
24,0,0,1,0,0,0,0,1,1,0,1,0.05566984579868711,149.948316,0.08743430953317609,1,0,0,0,1
24,1,0,1,1,0,0,1,1,1,1,1,0.011534785908130018,265.146969,0.09444548572723194,1,0,1,0,0
1,1,1,1,0,0,1,0,1,1,1,1,0.22008300121248459,242.61428,0.2518452542118024,1,0,0,0,0
1,0,0,1,1,0,1,0,0,0,0,1,0.07646255394137431,167.456419,0.09207185910064355,1,0,0,1,0
24,1,0,1,0,1,0,0,1,1,1,1,0.06082373855098751,190.159922,0.13071674281074097,0,1,0,0,0
1,1,0,1,1,0,1,1,0,1,1,0,0.2178300068963233,242.657291,0.2727063360112131,0,1,0,1,0
1,0,0,1,0,1,0,1,0,1,0,0,0.11533368415338364,132.479779,0.1888281908760222,0,0,0,0,1
1,0,0,1,0,1,0,0,0,1,0,1,0.17432515047313896,139.95684,0.1631894337250304,1,0,1,0,0
12,0,0,1,0,0,0,0,0,1,1,1,0.06603764931424619,207.609354,0.1046985598075661,1,0,0,1,0
1,1,1,1,0,0,0,0,0,1,0,0,0.014771294156608725,104.962874,0.03963963654120345,0,1,0,0,1
24,1,0,1,1,0,0,0,1,0,1,0,0.297398290761156,172.456745,0.3343002669358696,0,0,0,1,0
1,0,0,1,0,0,0,0,1,0,0,0,0.07781211209174445,124.964303,0.05796932828527722,1,0,1,0,0
1,1,0,1,1,0,1,1,0,0,0,0,0.04191330786449189,179.979358,0.061635706258718496,1,0,0,1,0
24,1,1,1,0,0,0,0,0,1,0,0,0.33304665135081035,137.439154,0.30318544811378223,1,0,0,1,0
1,0,0,1,0,0,1,0,0,1,0,0,0.09651423918669022,127.458638,0.12547754713028184,0,1,1,0,0
1,0,0,1,0,0,1,0,0,1,1,0,0.08091679859235963,210.105118,0.21610061964030636,0,0,0,1,0
1,1,0,0,0,1,0,0,1,1,1,0,0.14683061291679514,222.636202,0.1809280930731546,1,0,0,1,0
1,1,0,1,1,1,0,1,1,0,0,1,0.032789280800764216,172.510442,0.06775924736247489,1,0,0,0,1
12,1,0,1,1,0,0,0,0,1,1,1,0.024254574725002972,220.114868,0.1421147972203534,0,0,0,0,1
1,0,0,0,0,0,0,1,0,1,0,0,0.12545590040819024,117.485813,0.15254753938448914,0,1,0,0,1
24,0,0,1,1,0,1,1,1,1,1,1,0.04674572335150293,287.642733,0.12992750973061284,1,0,0,1,0
1,0,0,1,1,1,0,1,0,0,0,0,0.1457088411055838,140.00128,0.2293439106418963,0,0,0,0,1
1,0,0,1,1,1,1,0,1,1,0,1,0.19767399929654186,207.46728,0.20687807330376246,1,0,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0.24501493595672366,124.960655,0.2684886938008218,0,0,0,1,0
12,0,0,1,0,0,1,1,0,0,1,1,0.25403160004658015,162.460772,0.29484356461429373,0,0,0,0,0
24,1,1,1,1,0,0,1,0,0,0,1,0.11051830871831636,157.483594,0.10754336129907126,1,0,0,0,0
1,0,0,1,0,1,1,0,1,0,0,0,0.24413959007980493,129.977753,0.3104644118203925,0,0,1,0,0
1,0,0,1,0,0,0,1,1,0,1,1,0.24357600948914274,172.47417,0.22255828132873612,1,0,0,0,0
1,1,0,1,0,0,0,0,1,1,0,1,0.16103493926700593,149.948316,0.13295201750124513,1,0,1,0,0
1,1,1,1,0,0,1,0,1,0,1,0,0.04653008006716357,182.446995,0.07530588512367468,1,0,0,0,1
24,1,1,1,0,0,1,1,0,0,1,1,0.12027588008423103,182.460772,0.1317188941977592,1,0,0,1,0
24,0,0,1,0,1,0,0,1,1,0,0,0.07520547405252054,132.466002,0.16813379618990937,0,0,0,0,1
12,1,1,1,1,0,1,1,1,1,1,0,0.05590761737416901,287.642733,0.16014884250968356,1,0,0,1,0
12,1,1,1,1,1,1,1,0,0,0,1,0.061640195629706886,162.497044,0.1652593072353253,0,0,0,1,0
24,1,0,1,1,1,0,0,1,0,0,0,0.15034491744776696,139.987503,0.21179036897238301,0,0,0,0,0
24,0,0,1,1,0,1,0,1,0,0,1,0.33407366284085865,179.965581,0.30152681417755545,1,0,0,1,0
1,0,0,1,0,0,0,1,1,0,1,1,0.047246772671188,172.47417,0.0749698988936831,1,0,0,0,1
1,1,0,1,0,1,0,0,0,0,0,1,0.12831078492794523,82.496547,0.10964759829411487,0,1,1,0,0
1,1,0,1,1,0,0,0,0,0,0,0,0.1928528051896653,124.960655,0.20451564416157564,0,0,0,0,0
24,1,0,1,1,0,0,0,0,0,0,1,0.01958654594208314,124.960655,0.058535382766032394,0,0,0,1,0
24,0,0,0,0,1,1,1,0,0,0,0,0.022619595046115666,129.99153,0.13450449970285203,0,0,0,0,0
1,1,1,1,0,1,0,1,0,1,1,1,0.170224931240622,222.649979,0.2555785991141433,1,0,1,0,0
1,0,0,1,1,1,0,0,1,1,1,1,0.037239569890146144,255.141716,0.11105538979192986,1,0,0,1,0
1,1,1,1,0,1,1,0,0,0,1,1,0.0058463743603981155,172.455519,0.049291533147341186,1,0,0,1,0
1,0,1,1,0,0,1,0,0,1,0,0,0.19917972288267335,127.458638,0.19242118716200676,0,1,0,1,0
1,1,1,1,0,0,0,1,1,1,1,0,0.022552376442878108,232.641455,0.08086619535931419,1,0,0,0,1
1,1,1,0,0,0,1,1,0,0,1,1,0.1913730067498652,182.460772,0.21683124923990085,1,0,0,0,1
1,1,0,0,1,0,1,1,0,1,0,0,0.1743162171104798,184.963371,0.2855002492277685,0,0,0,0,0
12,1,0,1,0,1,1,1,1,1,0,0,0.049104178573045686,187.484705,0.13325954384450056,1,0,0,1,0
1,1,1,1,1,1,0,0,0,0,0,1,0.09723882454747088,115.002061,0.10516409237333242,0,1,1,0,0
1,1,1,1,0,1,1,0,1,1,0,0,0.014328643684702902,142.485486,0.08578239804562551,0,1,0,0,0
24,1,0,1,0,0,1,0,1,0,0,0,0.12276222939382725,147.460067,0.09364363194062136,1,0,0,1,0
1,1,0,1,0,0,0,0,0,0,0,0,0.24014516498261795,92.455141,0.2662960245323222,0,0,0,0,0
24,1,0,1,1,0,0,0,0,0,1,0,0.1084558379174691,179.947583,0.11426852714071568,1,0,0,0,0
24,0,0,1,1,1,1,1,1,1,1,0,0.08809525246766975,270.160419,0.23600562903613423,0,0,0,0,1
12,1,0,1,1,0,1,1,1,1,1,1,0.06899077220313873,267.642733,0.22680543303340756,0,0,0,0,1
1,1,0,1,0,0,0,0,1,0,0,1,0.055344120643818474,92.488023,0.05656926754989497,0,1,0,0,1
1,0,0,1,0,0,0,1,1,1,1,0,0.10863707630470858,232.641455,0.1407908935518663,1,0,0,0,1
1,1,1,1,1,0,1,1,0,1,0,1,0.16906344831827433,172.487091,0.18924673125452662,0,1,1,0,0
12,0,0,1,0,1,1,0,0,1,1,1,0.18957503025929767,232.622804,0.2507720151128787,1,0,0,1,0
12,0,0,0,0,0,0,0,0,0,0,0,0.06812745502734938,79.978861,0.05934144319302899,0,1,0,0,1
24,0,0,1,1,0,0,0,1,0,1,1,0.13828206950932329,172.456745,0.22129805947702835,0,0,0,1,0
1,0,1,1,0,0,1,1,0,0,1,1,0.05302158125570968,182.460772,0.09504735435833654,1,0,1,0,0
12,1,0,1,0,0,1,0,1,1,1,1,0.04305171748266197,242.61428,0.10823408182390289,1,0,0,1,0
1,1,1,1,1,1,0,0,1,0,0,1,0.12501972999749825,127.511223,0.13686202970555375,0,1,0,0,0
12,1,0,1,1,0,1,1,1,0,0,1,0.00025719027995392595,160.01224,0.01871048337542396,0,1,0,1,0
1,0,0,1,0,1,1,1,0,0,1,1,0.11180505605864227,184.978458,0.1451149145270364,1,0,0,0,1
1,0,0,1,1,0,0,0,1,0,0,1,0.04488476059776682,157.469817,0.04031950318249786,1,0,0,0,1
24,1,0,1,1,0,0,1,0,1,0,0,0.19408956253059392,162.467607,0.27234430029795587,0,0,1,0,0
24,1,0,0,0,1,0,0,0,1,1,1,0.20063811609764254,210.12704,0.24305719919282504,1,0,0,0,0
24,0,0,1,1,1,1,1,1,1,0,0,0.1224039323389732,199.990219,0.23232062299542028,0,0,0,1,0
1,1,0,1,1,0,0,0,0,0,0,0,0.045331881863735,144.960655,0.06020417738704457,1,0,0,0,1
24,0,1,1,1,1,0,1,0,1,0,1,0.0169813043446563,164.985293,0.14288422156215363,0,0,0,0,0
1,0,1,1,1,0,0,1,1,1,1,1,0.14349026501064982,245.146969,0.2635827795358872,0,0,0,0,0
12,1,0,1,0,1,0,0,1,0,0,1,0.013089792117704403,107.481989,0.09052876548138115,0,0,0,0,0
1,0,0,1,0,1,0,0,1,0,1,1,0.2202863162704363,142.468917,0.26288900178581165,0,0,0,0,1
24,1,1,1,0,0,0,0,0,1,1,1,0.054904789386710395,187.609354,0.16122859423286928,0,0,1,0,0
1,0,0,1,0,0,1,1,0,1,1,1,0.031246797454065053,242.628057,0.11362795108120546,1,0,0,1,0
1,0,1,1,1,0,1,1,0,0,0,0,0.12723203427352742,147.503078,0.13368296208733682,0,1,0,0,1
1,0,1,1,0,0,1,0,0,0,0,1,0.11061247443972844,102.474625,0.08527474430318845,0,1,0,0,0
24,1,1,1,0,0,1,1,0,1,0,0,0.03554605834756031,172.457857,0.08707022725012625,1,0,0,0,1
1,1,1,1,1,1,1,1,0,0,1,1,0.1193466043366689,217.483972,0.18881384342669863,1,0,0,0,1
1,1,0,1,0,0,1,1,1,0,0,1,0.2618162209450397,139.983006,0.30955647352293486,0,0,0,1,0
24,1,1,1,0,1,0,0,0,0,1,0,0.12949631409746828,129.959755,0.22864547520390716,0,0,1,0,0
12,1,0,1,0,0,0,1,1,0,0,1,0.02635511098048433,105.010962,0.07433084477867631,0,1,0,0,1
1,0,1,1,0,0,0,1,1,0,0,1,0.0886283760044191,117.487242,0.16078119874953012,0,0,0,1,0
12,0,1,1,1,0,1,0,1,0,1,0,0.10504176731837192,214.952509,0.14283742964690485,1,0,1,0,0
1,0,0,1,1,0,1,0,0,0,1,0,0.2321680414288689,202.443347,0.2165109623738538,1,0,0,0,0
1,1,0,1,0,1,0,1,1,1,1,1,0.11161824073532228,202.682861,0.17619033147972588,0,1,0,0,1
12,1,0,1,1,0,1,0,1,1,1,0,0.14423229116129613,255.119794,0.24659431636018256,0,0,0,1,0
24,1,0,1,0,1,0,0,0,1,1,0,0.2497815593108774,190.12704,0.3789247683793113,0,0,0,1,0
1,0,0,1,0,1,0,1,0,1,1,1,0.08001664696483152,202.649979,0.2139641930242605,0,0,0,0,0
24,1,0,1,1,0,0,0,0,1,0,1,0.06794969232185463,149.944668,0.15323119230341,0,0,1,0,0
1,0,0,1,1,0,0,1,0,1,0,1,0.25314468823547853,182.467607,0.2508187453444617,1,0,0,1,0
1,0,0,0,0,0,1,0,1,0,1,0,0.26737939782168263,182.446995,0.2356351824980287,1,0,0,0,0
12,1,0,1,1,0,0,1,0,0,1,1,0.23124694449834685,192.470522,0.26722205313542713,1,0,0,0,1
1,1,0,0,0,0,0,0,1,0,1,1,0.0815646655428106,139.951231,0.13537942181818555,0,0,0,1,0
12,0,0,0,0,1,0,1,1,1,0,1,0.0869281217350245,144.988941,0.1787935333875033,0,0,0,0,0
12,0,1,1,1,0,0,1,0,0,0,1,0.22534074894660666,157.483594,0.2292498396246678,1,0,0,0,1
12,1,1,1,1,1,0,1,0,1,0,0,0.11211103501156379,184.985293,0.15022348276552705,1,0,0,0,1
1,1,0,1,0,1,1,1,1,1,1,1,0.02043686145966059,225.178625,0.1078630710230415,0,1,0,0,0
1,1,0,1,0,0,1,0,0,1,1,1,0.1797777811770735,210.105118,0.2880247957516779,0,0,0,1,0
1,1,0,1,1,1,1,0,1,1,0,1,0.020291325931086443,187.46728,0.133737632091885,0,0,0,1,0
12,0,0,0,0,1,1,1,1,0,0,1,0.10252980240192514,142.500692,0.20222932566646976,0,0,0,0,1
12,0,0,1,0,1,0,0,0,0,1,1,0.11657036650736248,149.959755,0.131590183375805,1,0,0,0,1
24,0,0,0,0,0,0,1,0,0,0,0,0.07655136785657178,124.97808,0.08478936407555886,1,0,0,0,1
12,0,0,1,1,0,1,0,1,0,1,1,0.2029356558169742,214.952509,0.22980484240579638,1,0,0,0,1
1,1,0,1,0,1,1,0,0,0,1,0,0.1756222494914622,152.455519,0.2642360042737089,0,0,1,0,0
24,0,0,1,1,0,0,0,0,1,1,0,0.08263634412784872,207.638588,0.14596017936430716,0,1,0,1,0
1,0,0,1,1,0,0,0,1,1,0,0,0.09186410718584129,149.97755,0.12358437276329139,0,1,0,1,0
1,1,1,1,0,0,1,0,1,0,0,0,0.010747445878924608,127.460067,0.08445038487414191,0,0,0,0,1
1,0,0,1,0,0,0,1,0,0,1,1,0.05086944671104143,159.965008,0.08089999975016973,1,0,1,0,0
1,0,1,1,0,1,0,1,0,1,0,1,0.2437906668162203,152.479779,0.2628893764569669,1,0,0,0,1
1,0,0,1,0,1,0,0,0,1,0,1,0.14722649119425193,119.95684,0.22957871851133144,0,0,0,0,0
1,1,0,1,1,0,1,0,1,0,0,0,0.13102696718239493,159.965581,0.20263952589932632,0,0,0,0,0
1,1,0,1,0,0,0,0,1,0,1,0,0.06902588801145303,139.951231,0.15763057801022073,0,0,0,1,0
1,1,0,0,0,1,0,0,0,1,1,0,0.10832642187884513,210.12704,0.1658128744433612,1,0,0,0,0
12,0,1,0,1,0,0,0,0,1,1,1,0.2332892106965578,240.114868,0.2828051008195764,1,0,0,0,1
12,0,0,1,0,0,0,1,1,0,0,1,0.004107272977700255,117.487242,0.07767182702212166,0,0,1,0,0
1,1,0,1,0,0,1,1,0,1,1,1,0.0371630472289954,242.628057,0.13708578677491579,1,0,0,0,0
1,1,0,1,0,1,1,1,0,1,1,1,0.2774883375412463,225.145743,0.3956298286653972,0,0,0,1,0
12,0,1,1,0,0,1,1,0,0,0,0,0.003019234237420536,114.997564,0.018358182658264954,0,1,0,0,1
1,0,1,1,0,1,1,1,0,1,0,1,0.1397885578947365,142.499263,0.22003840577186287,0,1,0,0,0
1,0,0,1,0,1,0,0,0,0,0,1,0.03024876857505657,82.496547,0.021455051651486378,0,1,0,1,0
1,0,0,0,0,1,0,1,0,1,0,1,0.10829339885996113,132.479779,0.19551651891831592,0,0,0,0,1
1,0,0,0,1,1,1,0,0,0,1,1,0.0064226647742608445,184.961033,0.10719919798534468,0,0,0,1,0
24,1,1,1,1,0,1,0,0,0,1,1,0.01509961506559181,202.443347,0.07434862136862419,1,0,0,0,0
1,0,0,1,0,0,0,1,0,0,1,1,0.03485834962219886,159.965008,0.06888010759359373,1,0,0,1,0
12,1,0,1,1,0,1,0,0,0,0,0,0.11987115219174914,167.456419,0.1409187310930333,1,0,0,1,0
12,1,1,1,0,1,0,0,0,0,0,0,0.2981102293136898,114.972827,0.23852145588850746,1,0,1,0,0
1,1,1,1,1,1,0,0,1,0,0,1,0.07309628853689036,159.987503,0.09250919928973833,1,0,0,0,1
12,0,0,0,1,0,1,1,1,0,0,0,0.11361849333993335,160.01224,0.12181563062787094,0,1,0,1,0
12,0,1,1,1,0,0,0,0,1,0,1,0.011897967396554791,137.468388,0.05027419806462818,0,1,0,0,0
24,0,1,1,1,1,0,1,0,0,1,1,0.029900128906933013,194.988208,0.10275084060246598,1,0,0,1,0
1,0,1,1,0,0,1,1,0,1,0,1,0.13014723814642545,172.457857,0.14115045206623905,1,0,1,0,0
1,0,1,1,1,0,0,1,0,1,1,1,0.006922693178455457,220.161527,0.09638650454413358,0,1,0,1,0
1,1,0,1,1,0,1,0,0,0,0,0,0.24878943449922228,147.456419,0.3044539051632342,0,0,0,0,1
1,1,1,1,1,0,0,1,0,1,1,1,0.10875707987547333,252.637807,0.17871438082186594,1,0,1,0,0
1,1,1,1,1,1,1,1,0,1,0,0,0.19131074913055007,187.481057,0.2763873534604439,0,0,0,0,0
12,0,0,1,1,0,0,1,0,0,0,0,0.04584318921223836,137.483594,0.11988379612328529,0,0,0,0,1
1,1,1,1,0,0,1,1,1,0,1,1,0.11751637961255228,162.493654,0.15503795984864868,0,1,0,1,0
1,0,0,1,1,0,1,0,0,1,1,1,0.044416590618927554,242.610632,0.15881037564182887,0,0,0,0,1
1,1,0,1,0,1,1,1,1,1,0,0,0.024788362425843074,167.484705,0.17246733244167545,0,0,0,1,0
1,1,0,1,1,1,0,1,1,1,1,0,0.008216666111405486,267.664655,0.10448215413181342,1,0,1,0,0
24,0,0,1,1,1,0,1,1,1,1,0,0.18288192328989794,235.188375,0.2341385398632539,0,1,0,0,0
1,1,0,1,1,1,1,0,0,0,0,1,0.029185057705555115,169.974105,0.06124330524743257,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,1,1,0.1663383298842252,159.947583,0.22261260864625204,0,0,1,0,0
12,0,1,1,0,1,0,0,1,0,0,1,0.10446577240154288,95.005709,0.08783125677341837,0,1,1,0,0
12,0,1,1,0,0,1,1,0,1,0,0,0.23039458753007538,172.457857,0.25956924243584734,1,0,0,0,1
1,0,1,1,0,1,1,1,1,1,0,1,0.09791838078009905,187.484705,0.14875242942816944,1,0,0,0,1
1,0,0,1,0,1,0,0,1,1,1,0,0.11112169435098797,202.636202,0.22208988027260892,0,0,0,0,1
12,1,0,1,1,1,1,0,1,1,1,1,0.0015783660529156373,277.63748,0.12820905077736874,1,0,0,1,0
12,0,0,1,0,0,0,1,0,0,0,0,0.23482391848530043,104.97808,0.2584024519189078,0,0,0,1,0
12,0,0,1,0,1,0,1,0,0,0,0,0.1227593391286082,95.019486,0.13391046958069452,0,1,0,0,0
1,0,0,0,0,0,1,0,1,1,0,0,0.19536815650493508,152.44408,0.26647848238841765,0,0,0,0,1
24,1,0,1,0,1,1,1,0,1,0,1,0.0856031532900302,154.975543,0.21141680541014649,0,0,0,1,0
1,0,0,1,1,1,1,0,1,0,1,0,0.18105140973081135,217.470195,0.23374911717352267,1,0,0,0,0
24,0,0,1,1,0,0,1,0,0,1,1,0.13231185208858062,192.470522,0.1651505333737635,1,0,0,0,0
12,1,0,1,1,1,0,1,1,0,1,0,0.12990952585345142,207.49737,0.1619738899807274,1,0,1,0,0
1,0,0,1,0,0,1,1,1,0,1,0,0.0999815546751515,162.493654,0.1424239033508276,0,1,1,0,0
24,0,1,1,0,0,0,1,1,1,0,1,0.25579757018017435,162.471255,0.22710222313472822,1,0,0,0,1
1,1,1,1,0,0,1,0,1,1,1,1,0.12581403089736648,222.61428,0.24884495913622143,0,0,0,0,0
1,1,1,1,1,0,0,1,0,0,0,1,0.042363593075510464,125.007314,0.052802541075381806,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0.18899757370258916,92.455141,0.2593063102416738,0,0,0,0,0
24,0,1,1,0,0,1,0,1,1,1,0,0.11634507678010554,222.61428,0.2379271403366094,0,0,1,0,0
24,0,1,1,1,1,0,1,1,0,1,0,0.10753194020183546,207.49737,0.15916600467823153,1,0,0,1,0
12,0,1,1,0,0,1,0,0,1,0,0,0.3544398485510039,139.934918,0.37216890157769006,0,0,0,1,0
1,0,0,1,1,0,1,1,0,1,0,0,0.0009653618509503554,172.487091,0.0499001859821809,0,1,0,0,1
1,0,1,1,0,0,0,0,0,1,1,0,0.23092992998475537,175.133074,0.2661938196955965,0,1,0,0,1
24,1,0,1,1,1,0,0,1,0,0,1,0.08796808060084585,159.987503,0.10343352821485279,1,0,0,1,0
1,1,0,0,0,1,1,0,0,1,0,0,0.07230477528110738,162.452604,0.1134614655963902,1,0,0,0,0
1,0,0,1,0,0,1,0,1,1,0,1,0.03966551767645185,152.44408,0.1503471126810828,0,0,0,0,1
